;Scopy version,f4beeb1
;Exported on,Wednesday May 22/05/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
6215,0.03051,0.118767,-2.89319
6216,0.03052,0.114006,-2.88684
6217,0.03053,0.112419,-2.88208
6218,0.03054,0.109245,-2.87732
6219,0.03055,0.106071,-2.86938
6220,0.03056,0.104484,-2.86144
6221,0.03057,0.10131,-2.85351
6222,0.03058,0.0981358,-2.84399
6223,0.03059,0.0949617,-2.83446
6224,0.0306,0.0949617,-2.82177
6225,0.03061,0.0886135,-2.81225
6226,0.03062,0.0886135,-2.79638
6227,0.03063,0.0838524,-2.78368
6228,0.03064,0.0838524,-2.76622
6229,0.03065,0.0806783,-2.74876
6230,0.03066,0.0775042,-2.73131
6231,0.03067,0.0743301,-2.70909
6232,0.03068,0.0695689,-2.68528
6233,0.03069,0.0663949,-2.6583
6234,0.0307,0.0663949,-2.63132
6235,0.03071,0.0632208,-2.59799
6236,0.03072,0.0600467,-2.56308
6237,0.03073,0.0568726,-2.52499
6238,0.03074,0.0552855,-2.48531
6239,0.03075,0.0521114,-2.44088
6240,0.03076,0.0489373,-2.39168
6241,0.03077,0.0441762,-2.33931
6242,0.03078,0.0441762,-2.28217
6243,0.03079,0.0394151,-2.2171
6244,0.0308,0.036241,-2.15203
6245,0.03081,0.036241,-2.07903
6246,0.03082,0.0314798,-2.00127
6247,0.03083,0.0314798,-1.91556
6248,0.03084,0.0267187,-1.82669
6249,0.03085,0.0219576,-1.72671
6250,0.03086,0.0219576,-1.62514
6251,0.03087,0.0171964,-1.51404
6252,0.03088,0.0171964,-1.39977
6253,0.03089,0.0124353,-1.28075
6254,0.0309,0.00926119,-1.1522
6255,0.03091,0.00926119,-1.02364
6256,0.03092,0.00450005,-0.887159
6257,0.03093,0.00132596,-0.749086
6258,0.03094,-0.00184814,-0.601491
6259,0.03095,-0.00343518,-0.455482
6260,0.03096,-0.00660928,-0.307887
6261,0.03097,-0.00978337,-0.153943
6262,0.03098,-0.00978337,0
6263,0.03099,-0.0145445,0.152356
6264,0.031,-0.0177186,0.303126
6265,0.03101,-0.0177186,0.453895
6266,0.03102,-0.0240668,0.599904
6267,0.03103,-0.0240668,0.744325
6268,0.03104,-0.0288279,0.883985
6269,0.03105,-0.032002,1.02206
6270,0.03106,-0.032002,1.15061
6271,0.03107,-0.0367632,1.27599
6272,0.03108,-0.0367632,1.3966
6273,0.03109,-0.0415243,1.50928
6274,0.0311,-0.0446984,1.6172
6275,0.03111,-0.0478725,1.72195
6276,0.03112,-0.0510466,1.82034
6277,0.03113,-0.0542207,1.90763
6278,0.03114,-0.0558077,1.99333
6279,0.03115,-0.0589818,2.0711
6280,0.03116,-0.0621559,2.1441
6281,0.03117,-0.0621559,2.20917
6282,0.03118,-0.066917,2.27265
6283,0.03119,-0.0700911,2.3282
6284,0.0312,-0.0732652,2.38216
6285,0.03121,-0.0748523,2.42977
6286,0.03122,-0.0780264,2.47421
6287,0.03123,-0.0812005,2.51547
6288,0.03124,-0.0827875,2.55356
6289,0.03125,-0.0859616,2.58689
6290,0.03126,-0.0875486,2.61863
6291,0.03127,-0.0923098,2.64719
6292,0.03128,-0.0954839,2.67417
6293,0.03129,-0.0970709,2.69639
6294,0.0313,-0.100245,2.71702
6295,0.03131,-0.103419,2.73765
6296,0.03132,-0.105006,2.75353
6297,0.03133,-0.10818,2.7694
6298,0.03134,-0.112941,2.78527
6299,0.03135,-0.114528,2.79638
6300,0.03136,-0.117703,2.81066
6301,0.03137,-0.11929,2.82018
6302,0.03138,-0.122464,2.83129
6303,0.03139,-0.124051,2.84081
6304,0.0314,-0.127225,2.84716
6305,0.03141,-0.130399,2.85668
6306,0.03142,-0.131986,2.86303
6307,0.03143,-0.136747,2.86779
6308,0.03144,-0.138334,2.87573
6309,0.03145,-0.141508,2.88049
6310,0.03146,-0.146269,2.88525
6311,0.03147,-0.146269,2.88842
6312,0.03148,-0.149443,2.8916
6313,0.03149,-0.152618,2.89636
6314,0.0315,-0.157379,2.89953
6315,0.03151,-0.158966,2.90271
6316,0.03152,-0.16214,2.90588
6317,0.03153,-0.163727,2.90906
6318,0.03154,-0.166901,2.91064
6319,0.03155,-0.170075,2.91382
6320,0.03156,-0.171662,2.91699
6321,0.03157,-0.176423,2.91699
6322,0.03158,-0.176423,2.92175
6323,0.03159,-0.181184,2.92175
6324,0.0316,-0.184358,2.92493
6325,0.03161,-0.185946,2.92651
6326,0.03162,-0.18912,2.9281
6327,0.03163,-0.190707,2.92969
6328,0.03164,-0.195468,2.92969
6329,0.03165,-0.195468,2.93127
6330,0.03166,-0.198642,2.93127
6331,0.03167,-0.203403,2.93445
6332,0.03168,-0.20499,2.93604
6333,0.03169,-0.209751,2.93604
6334,0.0317,-0.209751,2.93604
6335,0.03171,-0.212925,2.93921
6336,0.03172,-0.216099,2.93921
6337,0.03173,-0.217686,2.94238
6338,0.03174,-0.220861,2.94238
6339,0.03175,-0.225622,2.94397
6340,0.03176,-0.228796,2.94397
6341,0.03177,-0.23197,2.94397
6342,0.03178,-0.233557,2.94714
6343,0.03179,-0.236731,2.94714
6344,0.0318,-0.238318,2.94873
6345,0.03181,-0.241492,2.94873
6346,0.03182,-0.244666,2.94873
6347,0.03183,-0.249427,2.95191
6348,0.03184,-0.249427,2.95191
6349,0.03185,-0.252601,2.95191
6350,0.03186,-0.257363,2.95508
6351,0.03187,-0.257363,2.95508
6352,0.03188,-0.262124,2.95667
6353,0.03189,-0.262124,2.95667
6354,0.0319,-0.266885,2.95667
6355,0.03191,-0.271646,2.95984
6356,0.03192,-0.271646,2.95984
6357,0.03193,-0.27482,2.95984
6358,0.03194,-0.277994,2.96143
6359,0.03195,-0.281168,2.96143
6360,0.03196,-0.284342,2.96302
6361,0.03197,-0.284342,2.96302
6362,0.03198,-0.287516,2.96619
6363,0.03199,-0.290691,2.96619
6364,0.032,-0.295452,2.96778
6365,0.03201,-0.298626,2.96936
6366,0.03202,-0.298626,2.96936
6367,0.03203,-0.303387,2.97095
6368,0.03204,-0.304974,2.97095
6369,0.03205,-0.308148,2.97254
6370,0.03206,-0.309735,2.97254
6371,0.03207,-0.312909,2.97412
6372,0.03208,-0.31767,2.97412
6373,0.03209,-0.319257,2.97571
6374,0.0321,-0.322432,2.97571
6375,0.03211,-0.325606,2.9773
6376,0.03212,-0.327193,2.9773
6377,0.03213,-0.330367,2.97889
6378,0.03214,-0.330367,2.98047
6379,0.03215,-0.335128,2.98206
6380,0.03216,-0.339889,2.98206
6381,0.03217,-0.343063,2.98206
6382,0.03218,-0.34465,2.98365
6383,0.03219,-0.347824,2.98365
6384,0.0322,-0.350998,2.98523
6385,0.03221,-0.350998,2.98841
6386,0.03222,-0.355759,2.98841
6387,0.03223,-0.355759,2.98841
6388,0.03224,-0.357347,2.98841
6389,0.03225,-0.352585,2.98841
6390,0.03226,-0.352585,2.98523
6391,0.03227,-0.347824,2.98365
6392,0.03228,-0.347824,2.98365
6393,0.03229,-0.34465,2.98206
6394,0.0323,-0.341476,2.98206
6395,0.03231,-0.335128,2.98206
6396,0.03232,-0.335128,2.98047
6397,0.03233,-0.331954,2.98047
6398,0.03234,-0.327193,2.97889
6399,0.03235,-0.327193,2.9773
6400,0.03236,-0.322432,2.9773
6401,0.03237,-0.322432,2.97571
6402,0.03238,-0.319257,2.97571
6403,0.03239,-0.312909,2.97412
6404,0.0324,-0.312909,2.97412
6405,0.03241,-0.309735,2.97254
6406,0.03242,-0.306561,2.97095
6407,0.03243,-0.304974,2.97095
6408,0.03244,-0.300213,2.97095
6409,0.03245,-0.300213,2.96936
6410,0.03246,-0.297039,2.96936
6411,0.03247,-0.290691,2.96778
6412,0.03248,-0.290691,2.96778
6413,0.03249,-0.287516,2.96619
6414,0.0325,-0.282755,2.96619
6415,0.03251,-0.282755,2.96302
6416,0.03252,-0.279581,2.96302
6417,0.03253,-0.276407,2.95984
6418,0.03254,-0.273233,2.95984
6419,0.03255,-0.273233,2.95984
6420,0.03256,-0.268472,2.95825
6421,0.03257,-0.263711,2.95825
6422,0.03258,-0.263711,2.95667
6423,0.03259,-0.260537,2.95667
6424,0.0326,-0.257363,2.95508
6425,0.03261,-0.254189,2.95508
6426,0.03262,-0.252601,2.95349
6427,0.03263,-0.249427,2.95349
6428,0.03264,-0.246253,2.95191
6429,0.03265,-0.243079,2.94873
6430,0.03266,-0.239905,2.94873
6431,0.03267,-0.236731,2.94873
6432,0.03268,-0.236731,2.94714
6433,0.03269,-0.23197,2.94714
6434,0.0327,-0.228796,2.94556
6435,0.03271,-0.228796,2.94556
6436,0.03272,-0.222448,2.94238
6437,0.03273,-0.220861,2.94238
6438,0.03274,-0.217686,2.94238
6439,0.03275,-0.214512,2.93921
6440,0.03276,-0.212925,2.93921
6441,0.03277,-0.209751,2.93762
6442,0.03278,-0.208164,2.93445
6443,0.03279,-0.20499,2.93445
6444,0.0328,-0.200229,2.93445
6445,0.03281,-0.200229,2.93127
6446,0.03282,-0.195468,2.93127
6447,0.03283,-0.193881,2.92969
6448,0.03284,-0.190707,2.9281
6449,0.03285,-0.187533,2.92651
6450,0.03286,-0.187533,2.92493
6451,0.03287,-0.182771,2.92334
6452,0.03288,-0.181184,2.92175
6453,0.03289,-0.176423,2.92017
6454,0.0329,-0.173249,2.92017
6455,0.03291,-0.173249,2.9154
6456,0.03292,-0.168488,2.91382
6457,0.03293,-0.165314,2.91064
6458,0.03294,-0.165314,2.90747
6459,0.03295,-0.160553,2.90747
6460,0.03296,-0.160553,2.90271
6461,0.03297,-0.154205,2.89953
6462,0.03298,-0.152618,2.89636
6463,0.03299,-0.149443,2.8916
6464,0.033,-0.146269,2.89001
6465,0.03301,-0.143095,2.88366
6466,0.03302,-0.141508,2.8789
6467,0.03303,-0.138334,2.87414
6468,0.03304,-0.136747,2.86779
6469,0.03305,-0.131986,2.86144
6470,0.03306,-0.128812,2.8551
6471,0.03307,-0.125638,2.84716
6472,0.03308,-0.124051,2.84081
6473,0.03309,-0.120877,2.83129
6474,0.0331,-0.11929,2.82018
6475,0.03311,-0.116115,2.80907
6476,0.03312,-0.114528,2.79479
6477,0.03313,-0.109767,2.78368
6478,0.03314,-0.10818,2.76781
6479,0.03315,-0.105006,2.75194
6480,0.03316,-0.101832,2.73448
6481,0.03317,-0.100245,2.71702
6482,0.03318,-0.0970709,2.69322
6483,0.03319,-0.0938968,2.66941
6484,0.0332,-0.0923098,2.64561
6485,0.03321,-0.0875486,2.61228
6486,0.03322,-0.0843745,2.58371
6487,0.03323,-0.0827875,2.5488
6488,0.03324,-0.0796134,2.51071
6489,0.03325,-0.0780264,2.46944
6490,0.03326,-0.0748523,2.42501
6491,0.03327,-0.0716782,2.37581
6492,0.03328,-0.0700911,2.32185
6493,0.03329,-0.066917,2.26472
6494,0.0333,-0.0637429,2.20441
6495,0.03331,-0.0605689,2.13616
6496,0.03332,-0.0589818,2.05999
6497,0.03333,-0.0558077,1.98381
6498,0.03334,-0.0526336,1.89969
6499,0.03335,-0.0510466,1.80923
6500,0.03336,-0.0478725,1.70925
6501,0.03337,-0.0446984,1.60609
6502,0.03338,-0.0415243,1.495
6503,0.03339,-0.0383502,1.38232
6504,0.0334,-0.0335891,1.26329
6505,0.03341,-0.0335891,1.13791
6506,0.03342,-0.0288279,1.0046
6507,0.03343,-0.0288279,0.868114
6508,0.03344,-0.0256538,0.728454
6509,0.03345,-0.0224797,0.58562
6510,0.03346,-0.0193056,0.434851
6511,0.03347,-0.0161316,0.287255
6512,0.03348,-0.0129575,0.133312
6513,0.03349,-0.00978337,-0.0174575
6514,0.0335,-0.00978337,-0.171401
6515,0.03351,-0.00660928,-0.320583
6516,0.03352,-0.00343518,-0.471353
6517,0.03353,-0.000261091,-0.617361
6518,0.03354,0.00132596,-0.760195
6519,0.03355,0.00608709,-0.899855
6520,0.03356,0.00767414,-1.03634
6521,0.03357,0.0108482,-1.16648
6522,0.03358,0.0140223,-1.29344
6523,0.03359,0.0156094,-1.41247
6524,0.0336,0.0187835,-1.52515
6525,0.03361,0.0203705,-1.63624
6526,0.03362,0.0267187,-1.7394
6527,0.03363,0.0267187,-1.83621
6528,0.03364,0.0298928,-1.92509
6529,0.03365,0.0330669,-2.00761
6530,0.03366,0.0346539,-2.08855
6531,0.03367,0.0394151,-2.15997
6532,0.03368,0.0394151,-2.22663
6533,0.03369,0.0425892,-2.28852
6534,0.0337,0.0489373,-2.34407
6535,0.03371,0.0489373,-2.39803
6536,0.03372,0.0521114,-2.44564
6537,0.03373,0.0552855,-2.49008
6538,0.03374,0.0584596,-2.53134
6539,0.03375,0.0616337,-2.56784
6540,0.03376,0.0648078,-2.60117
6541,0.03377,0.0648078,-2.6345
6542,0.03378,0.0679819,-2.66148
6543,0.03379,0.072743,-2.68687
6544,0.0338,0.0743301,-2.71226
6545,0.03381,0.0775042,-2.73131
6546,0.03382,0.0806783,-2.75194
6547,0.03383,0.0838524,-2.7694
6548,0.03384,0.0838524,-2.78527
6549,0.03385,0.0886135,-2.79796
6550,0.03386,0.0902006,-2.81383
6551,0.03387,0.0949617,-2.82336
6552,0.03388,0.0981358,-2.83605
6553,0.03389,0.10131,-2.84557
6554,0.0339,0.10131,-2.85668
6555,0.03391,0.104484,-2.86303
6556,0.03392,0.107658,-2.87097
6557,0.03393,0.109245,-2.8789
6558,0.03394,0.112419,-2.88208
6559,0.03395,0.11718,-2.88842
6560,0.03396,0.118767,-2.89319
6561,0.03397,0.121941,-2.90112
6562,0.03398,0.125116,-2.90271
6563,0.03399,0.12829,-2.90906
6564,0.034,0.12829,-2.91064
6565,0.03401,0.133051,-2.91382
6566,0.03402,0.134638,-2.91699
6567,0.03403,0.137812,-2.92334
6568,0.03404,0.142573,-2.92334
6569,0.03405,0.142573,-2.9281
6570,0.03406,0.147334,-2.9281
6571,0.03407,0.150508,-2.93127
6572,0.03408,0.152095,-2.93286
6573,0.03409,0.155269,-2.93604
6574,0.0341,0.158444,-2.93604
6575,0.03411,0.160031,-2.93921
6576,0.03412,0.164792,-2.93921
6577,0.03413,0.166379,-2.9408
6578,0.03414,0.169553,-2.94397
6579,0.03415,0.172727,-2.94397
6580,0.03416,0.172727,-2.94714
6581,0.03417,0.177488,-2.94873
6582,0.03418,0.179075,-2.94873
6583,0.03419,0.182249,-2.94873
6584,0.0342,0.18701,-2.95191
6585,0.03421,0.188597,-2.95191
6586,0.03422,0.191772,-2.95191
6587,0.03423,0.193359,-2.95508
6588,0.03424,0.196533,-2.95667
6589,0.03425,0.19812,-2.95825
6590,0.03426,0.201294,-2.95825
6591,0.03427,0.204468,-2.95984
6592,0.03428,0.209229,-2.95984
6593,0.03429,0.209229,-2.95984
6594,0.0343,0.21399,-2.96143
6595,0.03431,0.215577,-2.96302
6596,0.03432,0.218751,-2.96302
6597,0.03433,0.220338,-2.9646
6598,0.03434,0.223512,-2.9646
6599,0.03435,0.226687,-2.9646
6600,0.03436,0.228274,-2.96936
6601,0.03437,0.233035,-2.96936
6602,0.03438,0.234622,-2.97095
6603,0.03439,0.237796,-2.97095
6604,0.0344,0.24097,-2.97254
6605,0.03441,0.244144,-2.97254
6606,0.03442,0.247318,-2.97254
6607,0.03443,0.248905,-2.97412
6608,0.03444,0.253666,-2.97571
6609,0.03445,0.255253,-2.97571
6610,0.03446,0.258427,-2.9773
6611,0.03447,0.260015,-2.9773
6612,0.03448,0.263189,-2.97889
6613,0.03449,0.266363,-2.97889
6614,0.0345,0.26795,-2.98047
6615,0.03451,0.271124,-2.98206
6616,0.03452,0.272711,-2.98206
6617,0.03453,0.277472,-2.98365
6618,0.03454,0.280646,-2.98365
6619,0.03455,0.28382,-2.98523
6620,0.03456,0.285407,-2.98682
6621,0.03457,0.288581,-2.98682
6622,0.03458,0.290168,-2.98682
6623,0.03459,0.293342,-2.99
6624,0.0346,0.29493,-2.99158
6625,0.03461,0.299691,-2.99158
6626,0.03462,0.302865,-2.99317
6627,0.03463,0.304452,-2.99317
6628,0.03464,0.307626,-2.99476
6629,0.03465,0.309213,-2.99476
6630,0.03466,0.312387,-2.99634
6631,0.03467,0.315561,-2.99793
6632,0.03468,0.317148,-2.99793
6633,0.03469,0.321909,-2.99952
6634,0.0347,0.325083,-2.99952
6635,0.03471,0.32667,-2.99952
6636,0.03472,0.329845,-3.0011
6637,0.03473,0.329845,-3.0011
6638,0.03474,0.329845,-3.0011
6639,0.03475,0.329845,-3.0011
6640,0.03476,0.325083,-2.99952
6641,0.03477,0.323496,-2.99952
6642,0.03478,0.318735,-2.99952
6643,0.03479,0.315561,-2.99793
6644,0.0348,0.315561,-2.99793
6645,0.03481,0.3108,-2.99793
6646,0.03482,0.309213,-2.99476
6647,0.03483,0.306039,-2.99476
6648,0.03484,0.302865,-2.99317
6649,0.03485,0.301278,-2.99158
6650,0.03486,0.296517,-2.99158
6651,0.03487,0.29493,-2.99
6652,0.03488,0.291755,-2.99
6653,0.03489,0.290168,-2.98682
6654,0.0349,0.286994,-2.98682
6655,0.03491,0.28382,-2.98523
6656,0.03492,0.282233,-2.98523
6657,0.03493,0.279059,-2.98365
6658,0.03494,0.274298,-2.98365
6659,0.03495,0.272711,-2.98206
6660,0.03496,0.269537,-2.98047
6661,0.03497,0.26795,-2.98047
6662,0.03498,0.264776,-2.97889
6663,0.03499,0.263189,-2.97889
6664,0.035,0.260015,-2.9773
6665,0.03501,0.25684,-2.9773
6666,0.03502,0.255253,-2.97571
6667,0.03503,0.250492,-2.97571
6668,0.03504,0.247318,-2.97412
6669,0.03505,0.245731,-2.97412
6670,0.03506,0.242557,-2.97254
6671,0.03507,0.239383,-2.97254
6672,0.03508,0.237796,-2.97095
6673,0.03509,0.234622,-2.97095
6674,0.0351,0.233035,-2.96936
6675,0.03511,0.228274,-2.96778
6676,0.03512,0.225099,-2.96778
6677,0.03513,0.221925,-2.9646
6678,0.03514,0.220338,-2.9646
6679,0.03515,0.217164,-2.9646
6680,0.03516,0.21399,-2.96143
6681,0.03517,0.210816,-2.96143
6682,0.03518,0.210816,-2.96143
6683,0.03519,0.206055,-2.95984
6684,0.0352,0.201294,-2.95825
6685,0.03521,0.201294,-2.95825
6686,0.03522,0.196533,-2.95508
6687,0.03523,0.196533,-2.95508
6688,0.03524,0.193359,-2.95508
6689,0.03525,0.190184,-2.95191
6690,0.03526,0.188597,-2.95191
6691,0.03527,0.182249,-2.95191
6692,0.03528,0.182249,-2.95032
6693,0.03529,0.179075,-2.95032
6694,0.0353,0.174314,-2.94873
6695,0.03531,0.174314,-2.94556
6696,0.03532,0.17114,-2.94556
6697,0.03533,0.167966,-2.94397
6698,0.03534,0.164792,-2.94397
6699,0.03535,0.164792,-2.93921
6700,0.03536,0.160031,-2.93604
6701,0.03537,0.156856,-2.93762
6702,0.03538,0.153682,-2.93445
6703,0.03539,0.152095,-2.93127
6704,0.0354,0.147334,-2.93127
6705,0.03541,0.147334,-2.9281
6706,0.03542,0.14416,-2.92651
6707,0.03543,0.140986,-2.92334
6708,0.03544,0.136225,-2.92175
6709,0.03545,0.134638,-2.91699
6710,0.03546,0.129877,-2.91382
6711,0.03547,0.129877,-2.91064
6712,0.03548,0.126703,-2.90747
6713,0.03549,0.123529,-2.90429
6714,0.0355,0.121941,-2.90112
6715,0.03551,0.118767,-2.8916
6716,0.03552,0.114006,-2.88842
6717,0.03553,0.112419,-2.88208
6718,0.03554,0.107658,-2.87732
6719,0.03555,0.107658,-2.86938
6720,0.03556,0.102897,-2.86303
6721,0.03557,0.102897,-2.85351
6722,0.03558,0.0997228,-2.84399
6723,0.03559,0.0965487,-2.83446
6724,0.0356,0.0917876,-2.82336
6725,0.03561,0.0886135,-2.81066
6726,0.03562,0.0886135,-2.79638
6727,0.03563,0.0838524,-2.78368
6728,0.03564,0.0838524,-2.76622
6729,0.03565,0.0790912,-2.75035
6730,0.03566,0.0775042,-2.72972
6731,0.03567,0.0743301,-2.70909
6732,0.03568,0.0695689,-2.68528
6733,0.03569,0.0679819,-2.6583
6734,0.0357,0.0648078,-2.63132
6735,0.03571,0.0616337,-2.59799
6736,0.03572,0.0600467,-2.56308
6737,0.03573,0.0568726,-2.52816
6738,0.03574,0.0552855,-2.4869
6739,0.03575,0.0521114,-2.44246
6740,0.03576,0.0489373,-2.39168
6741,0.03577,0.0441762,-2.33931
6742,0.03578,0.0441762,-2.28217
6743,0.03579,0.0394151,-2.2171
6744,0.0358,0.037828,-2.15203
6745,0.03581,0.0346539,-2.07744
6746,0.03582,0.0314798,-2.00127
6747,0.03583,0.0283057,-1.91556
6748,0.03584,0.0283057,-1.82669
6749,0.03585,0.0235446,-1.72829
6750,0.03586,0.0203705,-1.62355
6751,0.03587,0.0171964,-1.51722
6752,0.03588,0.0156094,-1.39977
6753,0.03589,0.0124353,-1.28075
6754,0.0359,0.00926119,-1.1522
6755,0.03591,0.00926119,-1.02682
6756,0.03592,0.00450005,-0.885572
6757,0.03593,0.00132596,-0.749086
6758,0.03594,-0.00184814,-0.604665
6759,0.03595,-0.00343518,-0.457069
6760,0.03596,-0.00660928,-0.307887
6761,0.03597,-0.00978337,-0.153943
6762,0.03598,-0.00978337,0
6763,0.03599,-0.0145445,0.152356
6764,0.036,-0.0177186,0.303126
6765,0.03601,-0.0177186,0.453895
6766,0.03602,-0.0240668,0.598316
6767,0.03603,-0.0256538,0.744325
6768,0.03604,-0.0288279,0.883985
6769,0.03605,-0.032002,1.02206
6770,0.03606,-0.032002,1.15061
6771,0.03607,-0.0367632,1.27599
6772,0.03608,-0.0367632,1.3966
6773,0.03609,-0.0415243,1.50928
6774,0.0361,-0.0446984,1.61879
6775,0.03611,-0.0478725,1.72195
6776,0.03612,-0.0510466,1.81876
6777,0.03613,-0.0542207,1.90763
6778,0.03614,-0.0558077,1.99333
6779,0.03615,-0.0589818,2.0711
6780,0.03616,-0.0621559,2.14251
6781,0.03617,-0.0637429,2.21076
6782,0.03618,-0.0685041,2.27265
6783,0.03619,-0.0700911,2.32978
6784,0.0362,-0.0732652,2.38057
6785,0.03621,-0.0764393,2.42818
6786,0.03622,-0.0780264,2.47421
6787,0.03623,-0.0812005,2.51547
6788,0.03624,-0.0827875,2.55356
6789,0.03625,-0.0859616,2.58689
6790,0.03626,-0.0875486,2.61545
6791,0.03627,-0.0923098,2.64878
6792,0.03628,-0.0954839,2.67259
6793,0.03629,-0.098658,2.69639
6794,0.0363,-0.100245,2.71702
6795,0.03631,-0.103419,2.73765
6796,0.03632,-0.105006,2.75353
6797,0.03633,-0.10818,2.77098
6798,0.03634,-0.112941,2.78368
6799,0.03635,-0.114528,2.79638
6800,0.03636,-0.117703,2.81066
6801,0.03637,-0.11929,2.82018
6802,0.03638,-0.122464,2.83129
6803,0.03639,-0.125638,2.84081
6804,0.0364,-0.127225,2.84716
6805,0.03641,-0.130399,2.85668
6806,0.03642,-0.131986,2.86303
6807,0.03643,-0.136747,2.86779
6808,0.03644,-0.139921,2.87573
6809,0.03645,-0.141508,2.88049
6810,0.03646,-0.146269,2.88525
6811,0.03647,-0.146269,2.88842
6812,0.03648,-0.149443,2.89319
6813,0.03649,-0.152618,2.89795
6814,0.0365,-0.157379,2.89953
6815,0.03651,-0.158966,2.90271
6816,0.03652,-0.16214,2.90588
6817,0.03653,-0.163727,2.91064
6818,0.03654,-0.168488,2.91064
6819,0.03655,-0.168488,2.9154
6820,0.03656,-0.171662,2.9154
6821,0.03657,-0.176423,2.91699
6822,0.03658,-0.176423,2.92017
6823,0.03659,-0.182771,2.92334
6824,0.0366,-0.182771,2.92493
6825,0.03661,-0.185946,2.92651
6826,0.03662,-0.18912,2.9281
6827,0.03663,-0.190707,2.92969
6828,0.03664,-0.193881,2.93127
6829,0.03665,-0.197055,2.93127
6830,0.03666,-0.198642,2.93127
6831,0.03667,-0.203403,2.93445
6832,0.03668,-0.20499,2.93604
6833,0.03669,-0.208164,2.93604
6834,0.0367,-0.211338,2.93604
6835,0.03671,-0.212925,2.93921
6836,0.03672,-0.216099,2.93921
6837,0.03673,-0.217686,2.93921
6838,0.03674,-0.220861,2.94397
6839,0.03675,-0.227209,2.94397
6840,0.03676,-0.227209,2.94556
6841,0.03677,-0.230383,2.94556
6842,0.03678,-0.233557,2.94714
6843,0.03679,-0.236731,2.94714
6844,0.0368,-0.238318,2.94873
6845,0.03681,-0.241492,2.95032
6846,0.03682,-0.244666,2.95032
6847,0.03683,-0.249427,2.95191
6848,0.03684,-0.249427,2.95349
6849,0.03685,-0.252601,2.95349
6850,0.03686,-0.257363,2.95508
6851,0.03687,-0.257363,2.95508
6852,0.03688,-0.262124,2.95667
6853,0.03689,-0.262124,2.95667
6854,0.0369,-0.266885,2.95667
6855,0.03691,-0.271646,2.95984
6856,0.03692,-0.271646,2.95984
6857,0.03693,-0.27482,2.95984
6858,0.03694,-0.277994,2.95984
6859,0.03695,-0.281168,2.96302
6860,0.03696,-0.284342,2.96302
6861,0.03697,-0.284342,2.96302
6862,0.03698,-0.287516,2.96302
6863,0.03699,-0.290691,2.96778
6864,0.037,-0.295452,2.96778
6865,0.03701,-0.297039,2.96936
6866,0.03702,-0.300213,2.96936
6867,0.03703,-0.303387,2.97095
6868,0.03704,-0.306561,2.97095
6869,0.03705,-0.306561,2.97095
6870,0.03706,-0.311322,2.97254
6871,0.03707,-0.311322,2.97412
6872,0.03708,-0.31767,2.97571
6873,0.03709,-0.31767,2.97571
6874,0.0371,-0.322432,2.9773
6875,0.03711,-0.324019,2.97889
6876,0.03712,-0.327193,2.97889
6877,0.03713,-0.330367,2.97889
6878,0.03714,-0.330367,2.98047
6879,0.03715,-0.335128,2.98206
6880,0.03716,-0.339889,2.98206
6881,0.03717,-0.343063,2.98365
6882,0.03718,-0.34465,2.98365
6883,0.03719,-0.347824,2.98365
6884,0.0372,-0.350998,2.98523
6885,0.03721,-0.350998,2.98841
6886,0.03722,-0.355759,2.98841
6887,0.03723,-0.355759,2.98841
6888,0.03724,-0.357347,2.98841
6889,0.03725,-0.352585,2.98523
6890,0.03726,-0.352585,2.98523
6891,0.03727,-0.347824,2.98365
6892,0.03728,-0.347824,2.98365
6893,0.03729,-0.34465,2.98206
6894,0.0373,-0.341476,2.98206
6895,0.03731,-0.335128,2.98206
6896,0.03732,-0.335128,2.98047
6897,0.03733,-0.331954,2.98047
6898,0.03734,-0.327193,2.97889
6899,0.03735,-0.327193,2.9773
6900,0.03736,-0.322432,2.9773
6901,0.03737,-0.322432,2.97571
6902,0.03738,-0.319257,2.97571
6903,0.03739,-0.312909,2.97412
6904,0.0374,-0.312909,2.97254
6905,0.03741,-0.308148,2.97254
6906,0.03742,-0.308148,2.97095
6907,0.03743,-0.304974,2.97095
6908,0.03744,-0.3018,2.97095
6909,0.03745,-0.298626,2.96936
6910,0.03746,-0.297039,2.96778
6911,0.03747,-0.293865,2.96778
6912,0.03748,-0.289104,2.96778
6913,0.03749,-0.287516,2.96619
6914,0.0375,-0.284342,2.96619
6915,0.03751,-0.282755,2.96302
6916,0.03752,-0.279581,2.96302
6917,0.03753,-0.276407,2.95984
6918,0.03754,-0.273233,2.95984
6919,0.03755,-0.273233,2.95984
6920,0.03756,-0.268472,2.95825
6921,0.03757,-0.263711,2.95825
6922,0.03758,-0.263711,2.95667
6923,0.03759,-0.260537,2.95667
6924,0.0376,-0.257363,2.95508
6925,0.03761,-0.254189,2.95508
6926,0.03762,-0.251014,2.95349
6927,0.03763,-0.251014,2.95191
6928,0.03764,-0.246253,2.95191
6929,0.03765,-0.243079,2.94873
6930,0.03766,-0.239905,2.94873
6931,0.03767,-0.236731,2.94873
6932,0.03768,-0.236731,2.94714
6933,0.03769,-0.23197,2.94714
6934,0.0377,-0.230383,2.94556
